label,night_avg,total_avg,gaming_ratio,social_ratio,weekend_ratio
Hafta Sonu Odaklı,23.40,158.63,0.445,0.180,1.466
Hafta Sonu Odaklı,17.80,163.64,0.296,0.263,1.452
Hafta Sonu Odaklı,14.03,142.25,0.374,0.301,1.297
Hafta Sonu Odaklı,23.98,149.96,0.407,0.285,1.401
Hafta Sonu Odaklı,17.09,131.25,0.213,0.238,1.418
Hafta Sonu Odaklı,18.72,165.00,0.383,0.256,1.312
Hafta Sonu Odaklı,21.84,128.74,0.273,0.287,1.218
Hafta Sonu Odaklı,13.59,112.63,0.305,0.346,1.422
Hafta Sonu Odaklı,19.95,151.28,0.281,0.164,1.325
Hafta Sonu Odaklı,25.67,159.79,0.210,0.220,1.445
Hafta Sonu Odaklı,27.22,170.94,0.394,0.290,1.407
Hafta Sonu Odaklı,4.51,129.64,0.263,0.197,1.588
Hafta Sonu Odaklı,27.37,190.36,0.226,0.242,1.482
Hafta Sonu Odaklı,25.84,133.62,0.273,0.342,1.491
Hafta Sonu Odaklı,22.21,162.54,0.297,0.294,1.449
Hafta Sonu Odaklı,17.82,128.86,0.220,0.160,1.472
Hafta Sonu Odaklı,15.99,147.24,0.288,0.198,1.452
Hafta Sonu Odaklı,26.37,162.11,0.190,0.218,1.549
Hafta Sonu Odaklı,10.59,153.01,0.391,0.240,1.473
Hafta Sonu Odaklı,23.81,135.56,0.396,0.226,1.404
Hafta Sonu Odaklı,33.66,141.08,0.249,0.246,1.416
Hafta Sonu Odaklı,28.94,158.90,0.291,0.160,1.588
Hafta Sonu Odaklı,20.52,185.19,0.249,0.310,1.461
Hafta Sonu Odaklı,26.21,170.10,0.278,0.144,1.439
Hafta Sonu Odaklı,10.57,127.95,0.374,0.235,1.573
Hafta Sonu Odaklı,21.61,166.64,0.347,0.165,1.498
Hafta Sonu Odaklı,12.81,194.28,0.285,0.226,1.408
Hafta Sonu Odaklı,17.08,179.47,0.271,0.328,1.557
Hafta Sonu Odaklı,19.76,155.68,0.185,0.184,1.616
Hafta Sonu Odaklı,28.30,107.87,0.283,0.287,1.474
Hafta Sonu Odaklı,30.36,176.00,0.311,0.327,1.542
Hafta Sonu Odaklı,24.78,186.21,0.255,0.307,1.416
Hafta Sonu Odaklı,30.03,109.28,0.407,0.179,1.329
Hafta Sonu Odaklı,18.64,151.36,0.227,0.163,1.338
Hafta Sonu Odaklı,24.52,146.72,0.305,0.204,1.320
Hafta Sonu Odaklı,19.58,127.50,0.208,0.230,1.160
Hafta Sonu Odaklı,9.32,168.51,0.422,0.269,1.672
Hafta Sonu Odaklı,16.93,144.15,0.284,0.295,1.407
Hafta Sonu Odaklı,23.22,124.53,0.227,0.254,1.563
Hafta Sonu Odaklı,19.82,180.67,0.328,0.248,1.502
Hafta Sonu Odaklı,26.54,177.67,0.215,0.170,1.459
Hafta Sonu Odaklı,25.20,123.62,0.317,0.268,1.352
Hafta Sonu Odaklı,22.53,132.63,0.432,0.161,1.660
Hafta Sonu Odaklı,17.75,153.44,0.399,0.231,1.478
Hafta Sonu Odaklı,12.60,163.01,0.237,0.169,1.285
Hafta Sonu Odaklı,19.44,154.78,0.211,0.130,1.279
Hafta Sonu Odaklı,25.01,184.44,0.362,0.205,1.689
Hafta Sonu Odaklı,25.30,154.47,0.336,0.250,1.321
Hafta Sonu Odaklı,13.81,130.39,0.331,0.235,1.423
Hafta Sonu Odaklı,29.52,159.53,0.315,0.315,1.319
Hafta Sonu Odaklı,28.65,177.10,0.242,0.319,1.417
Hafta Sonu Odaklı,16.80,165.45,0.322,0.206,1.224
Hafta Sonu Odaklı,21.65,127.87,0.311,0.236,1.368
Hafta Sonu Odaklı,22.12,129.37,0.324,0.211,1.648
Hafta Sonu Odaklı,29.50,171.25,0.296,0.351,1.443
Hafta Sonu Odaklı,23.40,147.77,0.255,0.268,1.416
Hafta Sonu Odaklı,10.95,177.80,0.307,0.138,1.456
Hafta Sonu Odaklı,22.66,119.26,0.234,0.254,1.500
Hafta Sonu Odaklı,31.23,161.19,0.335,0.226,1.321
Hafta Sonu Odaklı,17.04,163.29,0.298,0.327,1.387
Hafta Sonu Odaklı,14.24,121.23,0.288,0.289,1.459
Hafta Sonu Odaklı,18.40,151.29,0.260,0.310,1.451
Hafta Sonu Odaklı,24.74,121.78,0.322,0.113,1.476
Hafta Sonu Odaklı,26.08,147.41,0.319,0.175,1.525
Hafta Sonu Odaklı,18.42,163.74,0.237,0.242,1.367
Hafta Sonu Odaklı,15.77,193.56,0.311,0.192,1.375
Hafta Sonu Odaklı,29.26,165.22,0.358,0.195,1.380
Hafta Sonu Odaklı,30.61,157.82,0.338,0.222,1.584
Hafta Sonu Odaklı,11.10,171.32,0.244,0.257,1.358
Hafta Sonu Odaklı,22.40,148.16,0.257,0.234,1.300
Hafta Sonu Odaklı,18.24,122.30,0.342,0.306,1.315
Hafta Sonu Odaklı,24.38,109.85,0.374,0.211,1.408
Hafta Sonu Odaklı,18.77,141.78,0.332,0.253,1.567
Hafta Sonu Odaklı,19.17,130.53,0.361,0.231,1.325
Hafta Sonu Odaklı,16.98,154.36,0.281,0.210,1.304
Hafta Sonu Odaklı,22.58,154.94,0.349,0.324,1.376
Hafta Sonu Odaklı,17.18,181.61,0.307,0.267,1.515
Hafta Sonu Odaklı,22.74,150.64,0.309,0.184,1.377
Hafta Sonu Odaklı,9.21,168.53,0.323,0.211,1.615
Hafta Sonu Odaklı,24.60,125.93,0.318,0.185,1.440
Hafta Sonu Odaklı,11.61,161.04,0.309,0.262,1.610
Hafta Sonu Odaklı,13.09,140.27,0.311,0.236,1.593
Hafta Sonu Odaklı,20.77,120.43,0.269,0.278,1.332
Hafta Sonu Odaklı,17.51,174.47,0.285,0.302,1.633
Hafta Sonu Odaklı,17.86,170.27,0.303,0.278,1.443
Hafta Sonu Odaklı,30.55,177.88,0.406,0.179,1.279
Hafta Sonu Odaklı,27.59,153.27,0.248,0.257,1.480
Hafta Sonu Odaklı,10.98,137.18,0.357,0.220,1.369
Hafta Sonu Odaklı,9.26,138.86,0.273,0.263,1.448
Hafta Sonu Odaklı,9.13,176.73,0.190,0.295,1.270
Hafta Sonu Odaklı,31.50,122.57,0.254,0.251,1.387
Hafta Sonu Odaklı,22.08,121.15,0.287,0.246,1.362
Hafta Sonu Odaklı,21.66,149.04,0.148,0.196,1.389
Hafta Sonu Odaklı,15.41,144.83,0.349,0.251,1.317
Hafta Sonu Odaklı,13.87,186.49,0.362,0.243,1.449
Hafta Sonu Odaklı,16.43,140.84,0.377,0.304,1.381
Hafta Sonu Odaklı,19.08,161.59,0.283,0.308,1.464
Hafta Sonu Odaklı,27.67,165.53,0.297,0.292,1.714
Hafta Sonu Odaklı,5.75,187.04,0.337,0.247,1.276
Hafta Sonu Odaklı,17.95,177.58,0.344,0.182,1.318
Hafta Sonu Odaklı,21.06,141.18,0.204,0.260,1.243
Hafta Sonu Odaklı,28.44,155.67,0.275,0.267,1.516
Hafta Sonu Odaklı,25.32,160.75,0.190,0.343,1.563
Hafta Sonu Odaklı,25.93,116.82,0.296,0.225,1.450
Hafta Sonu Odaklı,25.94,180.18,0.337,0.186,1.164
Hafta Sonu Odaklı,17.38,188.12,0.253,0.319,1.492
Hafta Sonu Odaklı,19.14,149.14,0.306,0.196,1.631
Hafta Sonu Odaklı,12.21,178.24,0.350,0.328,1.393
Hafta Sonu Odaklı,21.11,156.86,0.336,0.308,1.537
Hafta Sonu Odaklı,20.44,194.52,0.303,0.229,1.171
Hafta Sonu Odaklı,11.45,169.70,0.219,0.330,1.526
Hafta Sonu Odaklı,18.10,160.16,0.269,0.144,1.418
Hafta Sonu Odaklı,22.36,108.66,0.258,0.313,1.509
Hafta Sonu Odaklı,0.00,183.70,0.325,0.206,1.379
Hafta Sonu Odaklı,28.82,149.69,0.263,0.291,1.415
Hafta Sonu Odaklı,20.57,167.59,0.280,0.350,1.282
Hafta Sonu Odaklı,21.76,154.07,0.355,0.147,1.380
Hafta Sonu Odaklı,18.29,124.11,0.286,0.222,1.377
Hafta Sonu Odaklı,21.73,138.03,0.321,0.344,1.358
Hafta Sonu Odaklı,17.74,154.58,0.126,0.254,1.484
Hafta Sonu Odaklı,18.19,151.38,0.340,0.251,1.290
Hafta Sonu Odaklı,23.84,126.49,0.296,0.266,1.542
Hafta Sonu Odaklı,15.33,180.51,0.396,0.312,1.516
Hafta Sonu Odaklı,15.90,180.50,0.342,0.207,1.396
Hafta Sonu Odaklı,16.36,170.79,0.285,0.239,1.498
Hafta Sonu Odaklı,22.95,163.17,0.358,0.219,1.447
Hafta Sonu Odaklı,30.64,155.37,0.416,0.202,1.685
Hafta Sonu Odaklı,24.19,163.07,0.182,0.191,1.477
Hafta Sonu Odaklı,37.11,110.00,0.304,0.254,1.280
Hafta Sonu Odaklı,33.49,150.59,0.403,0.319,1.785
Hafta Sonu Odaklı,23.52,183.74,0.333,0.293,1.257
Hafta Sonu Odaklı,33.23,165.10,0.344,0.176,1.349
Hafta Sonu Odaklı,17.74,153.02,0.372,0.157,1.563
Hafta Sonu Odaklı,23.65,151.90,0.239,0.244,1.610
Hafta Sonu Odaklı,5.26,174.76,0.307,0.283,1.409
Hafta Sonu Odaklı,23.66,160.52,0.201,0.216,1.273
Hafta Sonu Odaklı,10.96,175.27,0.276,0.289,1.527
Hafta Sonu Odaklı,15.53,171.61,0.338,0.227,1.307
Hafta Sonu Odaklı,20.74,164.83,0.279,0.223,1.354
Hafta Sonu Odaklı,21.63,151.98,0.270,0.214,1.423
Hafta Sonu Odaklı,18.14,154.74,0.372,0.226,1.354
Hafta Sonu Odaklı,29.29,162.50,0.217,0.240,1.567
Hafta Sonu Odaklı,28.81,159.61,0.202,0.364,1.444
Hafta Sonu Odaklı,28.98,138.92,0.288,0.230,1.689
Hafta Sonu Odaklı,28.08,151.35,0.333,0.244,1.114
Hafta Sonu Odaklı,13.11,151.24,0.251,0.239,1.376
Hafta Sonu Odaklı,15.33,169.27,0.333,0.300,1.238
Hafta Sonu Odaklı,14.60,168.12,0.360,0.257,1.477
Hafta Sonu Odaklı,14.54,144.77,0.410,0.331,1.512
Hafta Sonu Odaklı,16.20,185.14,0.409,0.203,1.550
Hafta Sonu Odaklı,24.37,135.70,0.267,0.237,1.369
Hafta Sonu Odaklı,20.69,160.36,0.328,0.223,1.324
Hafta Sonu Odaklı,18.06,150.33,0.364,0.266,1.351
Hafta Sonu Odaklı,22.57,130.76,0.320,0.300,1.549
Hafta Sonu Odaklı,11.49,162.06,0.259,0.324,1.660
Hafta Sonu Odaklı,24.66,172.14,0.334,0.298,1.262
Hafta Sonu Odaklı,20.53,175.15,0.268,0.173,1.206
Hafta Sonu Odaklı,20.03,153.32,0.215,0.252,1.203
Hafta Sonu Odaklı,5.15,158.68,0.272,0.284,1.471
Hafta Sonu Odaklı,23.01,169.04,0.287,0.235,1.372
Hafta Sonu Odaklı,22.40,153.07,0.339,0.227,1.660
Hafta Sonu Odaklı,19.21,173.11,0.354,0.305,1.775
Hafta Sonu Odaklı,25.36,141.88,0.282,0.241,1.376
Hafta Sonu Odaklı,26.12,161.40,0.223,0.243,1.563
Hafta Sonu Odaklı,23.57,144.61,0.235,0.254,1.436
Hafta Sonu Odaklı,27.19,156.02,0.249,0.191,1.412
Hafta Sonu Odaklı,13.57,176.94,0.290,0.374,1.159
Hafta Sonu Odaklı,28.22,171.45,0.282,0.231,1.511
Hafta Sonu Odaklı,23.06,137.72,0.277,0.306,1.514
Hafta Sonu Odaklı,15.93,130.17,0.300,0.252,1.198
Hafta Sonu Odaklı,18.18,125.45,0.363,0.271,1.556
Hafta Sonu Odaklı,25.06,141.73,0.315,0.260,1.530
Hafta Sonu Odaklı,24.31,192.45,0.305,0.255,1.415
Hafta Sonu Odaklı,34.52,125.67,0.288,0.208,1.384
Hafta Sonu Odaklı,11.35,184.74,0.315,0.339,1.551
Hafta Sonu Odaklı,4.13,168.63,0.247,0.150,1.530
Hafta Sonu Odaklı,25.36,193.01,0.315,0.375,1.309
Hafta Sonu Odaklı,13.07,169.35,0.263,0.226,1.359
Hafta Sonu Odaklı,21.93,163.48,0.292,0.278,1.683
Hafta Sonu Odaklı,16.59,144.36,0.292,0.175,1.339
Hafta Sonu Odaklı,28.56,136.68,0.419,0.236,1.174
Hafta Sonu Odaklı,22.86,144.04,0.341,0.227,1.449
Hafta Sonu Odaklı,34.70,144.51,0.244,0.249,1.452
Hafta Sonu Odaklı,19.30,151.34,0.302,0.300,1.305
Hafta Sonu Odaklı,22.65,146.32,0.335,0.223,1.483
Hafta Sonu Odaklı,21.24,158.68,0.340,0.248,1.333
Hafta Sonu Odaklı,14.70,187.77,0.305,0.217,1.339
Hafta Sonu Odaklı,8.41,152.41,0.222,0.230,1.316
Hafta Sonu Odaklı,23.03,148.06,0.304,0.203,1.310
Hafta Sonu Odaklı,20.58,153.24,0.338,0.266,1.351
Dengeli Kullanıcı,26.99,92.43,0.176,0.195,1.036
Dengeli Kullanıcı,9.77,134.09,0.180,0.270,0.994
Dengeli Kullanıcı,15.15,135.49,0.233,0.213,0.994
Dengeli Kullanıcı,4.24,133.04,0.213,0.264,1.037
Dengeli Kullanıcı,18.85,116.16,0.234,0.107,1.030
Dengeli Kullanıcı,12.81,94.09,0.220,0.260,0.982
Dengeli Kullanıcı,14.25,112.85,0.199,0.290,1.119
Dengeli Kullanıcı,20.29,128.02,0.311,0.273,0.990
Dengeli Kullanıcı,21.89,141.68,0.197,0.320,0.939
Dengeli Kullanıcı,11.77,118.30,0.226,0.235,0.985
Dengeli Kullanıcı,9.82,124.86,0.214,0.117,1.035
Dengeli Kullanıcı,20.08,106.53,0.196,0.252,1.045
Dengeli Kullanıcı,9.94,118.39,0.256,0.138,1.028
Dengeli Kullanıcı,8.59,140.44,0.188,0.305,1.008
Dengeli Kullanıcı,16.00,128.88,0.202,0.146,0.961
Dengeli Kullanıcı,10.48,124.83,0.128,0.242,0.921
Dengeli Kullanıcı,14.85,101.58,0.135,0.275,1.050
Dengeli Kullanıcı,16.98,103.21,0.168,0.288,1.107
Dengeli Kullanıcı,19.91,134.62,0.206,0.199,0.992
Dengeli Kullanıcı,20.06,122.28,0.167,0.277,0.936
Dengeli Kullanıcı,15.60,125.57,0.281,0.153,0.963
Dengeli Kullanıcı,15.00,149.70,0.226,0.262,0.893
Dengeli Kullanıcı,15.18,130.65,0.210,0.174,0.978
Dengeli Kullanıcı,19.35,130.58,0.222,0.228,0.939
Dengeli Kullanıcı,11.24,46.92,0.189,0.287,1.048
Dengeli Kullanıcı,19.95,118.86,0.238,0.269,0.983
Dengeli Kullanıcı,23.15,124.31,0.215,0.207,0.993
Dengeli Kullanıcı,15.16,62.42,0.148,0.201,1.001
Dengeli Kullanıcı,14.36,96.58,0.181,0.173,0.928
Dengeli Kullanıcı,9.60,102.22,0.257,0.201,0.971
Dengeli Kullanıcı,14.38,124.99,0.178,0.132,1.016
Dengeli Kullanıcı,20.21,110.89,0.193,0.220,1.006
Dengeli Kullanıcı,14.99,113.10,0.243,0.227,0.951
Dengeli Kullanıcı,15.87,103.58,0.071,0.216,1.045
Dengeli Kullanıcı,6.36,111.15,0.231,0.139,1.031
Dengeli Kullanıcı,19.81,137.29,0.246,0.133,0.910
Dengeli Kullanıcı,14.65,119.72,0.229,0.197,1.077
Dengeli Kullanıcı,20.05,156.43,0.197,0.191,1.053
Dengeli Kullanıcı,22.46,105.89,0.180,0.172,0.948
Dengeli Kullanıcı,18.06,87.72,0.124,0.258,0.973
Dengeli Kullanıcı,17.63,155.52,0.298,0.162,1.062
Dengeli Kullanıcı,10.08,96.58,0.219,0.163,0.999
Dengeli Kullanıcı,12.62,124.92,0.228,0.220,1.026
Dengeli Kullanıcı,24.03,125.08,0.204,0.183,0.924
Dengeli Kullanıcı,23.27,121.91,0.227,0.241,1.072
Dengeli Kullanıcı,20.00,116.52,0.306,0.186,1.028
Dengeli Kullanıcı,15.01,113.38,0.279,0.260,0.973
Dengeli Kullanıcı,18.51,133.19,0.153,0.202,0.993
Dengeli Kullanıcı,18.52,120.06,0.251,0.280,0.990
Dengeli Kullanıcı,5.68,118.19,0.170,0.255,0.990
Dengeli Kullanıcı,12.07,123.47,0.238,0.306,1.012
Dengeli Kullanıcı,15.63,130.92,0.268,0.190,0.897
Dengeli Kullanıcı,15.33,125.24,0.193,0.228,0.962
Dengeli Kullanıcı,10.97,120.43,0.207,0.189,1.017
Dengeli Kullanıcı,24.84,140.64,0.164,0.222,0.957
Dengeli Kullanıcı,15.15,126.60,0.285,0.247,1.017
Dengeli Kullanıcı,11.02,145.46,0.186,0.179,0.973
Dengeli Kullanıcı,18.14,162.22,0.261,0.239,0.988
Dengeli Kullanıcı,14.80,121.75,0.276,0.211,0.978
Dengeli Kullanıcı,21.32,129.48,0.164,0.255,1.036
Dengeli Kullanıcı,20.03,112.43,0.231,0.125,0.938
Dengeli Kullanıcı,12.72,121.70,0.166,0.209,1.047
Dengeli Kullanıcı,16.18,103.26,0.176,0.261,1.046
Dengeli Kullanıcı,14.42,109.79,0.297,0.267,1.017
Dengeli Kullanıcı,13.84,100.94,0.166,0.182,1.030
Dengeli Kullanıcı,21.35,123.56,0.228,0.175,1.038
Dengeli Kullanıcı,17.17,116.86,0.195,0.192,1.028
Dengeli Kullanıcı,14.15,115.62,0.166,0.205,0.956
Dengeli Kullanıcı,11.30,148.64,0.185,0.169,1.011
Dengeli Kullanıcı,15.54,134.23,0.162,0.246,1.089
Dengeli Kullanıcı,21.25,137.60,0.213,0.154,1.060
Dengeli Kullanıcı,15.16,124.82,0.167,0.271,1.005
Dengeli Kullanıcı,15.40,152.13,0.066,0.295,0.978
Dengeli Kullanıcı,14.76,96.34,0.105,0.247,1.102
Dengeli Kullanıcı,16.52,97.92,0.206,0.141,0.973
Dengeli Kullanıcı,15.41,115.03,0.237,0.183,1.016
Dengeli Kullanıcı,21.83,110.54,0.181,0.197,1.014
Dengeli Kullanıcı,16.77,95.90,0.254,0.247,1.056
Dengeli Kullanıcı,16.50,112.51,0.171,0.299,0.970
Dengeli Kullanıcı,16.12,107.93,0.195,0.377,0.910
Dengeli Kullanıcı,26.33,140.83,0.274,0.275,0.917
Dengeli Kullanıcı,26.02,100.51,0.194,0.253,0.951
Dengeli Kullanıcı,14.03,111.78,0.291,0.249,0.977
Dengeli Kullanıcı,11.00,108.25,0.159,0.202,0.990
Dengeli Kullanıcı,15.36,117.81,0.260,0.170,0.957
Dengeli Kullanıcı,8.51,146.37,0.191,0.239,1.081
Dengeli Kullanıcı,5.54,100.89,0.202,0.274,1.005
Dengeli Kullanıcı,20.51,109.95,0.167,0.343,0.889
Dengeli Kullanıcı,6.09,112.31,0.267,0.225,1.040
Dengeli Kullanıcı,17.66,118.77,0.118,0.192,0.955
Dengeli Kullanıcı,13.54,138.52,0.218,0.270,1.006
Dengeli Kullanıcı,13.60,119.96,0.310,0.168,0.952
Dengeli Kullanıcı,6.82,156.33,0.258,0.188,0.945
Dengeli Kullanıcı,19.02,130.39,0.207,0.263,1.038
Dengeli Kullanıcı,14.69,119.71,0.205,0.191,1.000
Dengeli Kullanıcı,14.66,124.69,0.263,0.139,0.904
Dengeli Kullanıcı,20.86,134.58,0.293,0.203,0.999
Dengeli Kullanıcı,9.09,131.04,0.299,0.187,1.034
Dengeli Kullanıcı,9.76,113.10,0.186,0.242,0.959
Dengeli Kullanıcı,25.77,112.47,0.166,0.181,1.028
Dengeli Kullanıcı,14.72,115.50,0.296,0.286,0.994
Dengeli Kullanıcı,12.91,133.69,0.288,0.190,1.013
Dengeli Kullanıcı,18.27,132.08,0.103,0.241,0.989
Dengeli Kullanıcı,26.55,82.98,0.232,0.261,1.003
Dengeli Kullanıcı,21.98,79.95,0.211,0.199,0.920
Dengeli Kullanıcı,18.75,112.12,0.162,0.231,1.039
Dengeli Kullanıcı,8.95,117.77,0.218,0.269,1.052
Dengeli Kullanıcı,22.37,94.91,0.221,0.229,0.919
Dengeli Kullanıcı,19.22,104.91,0.140,0.270,0.901
Dengeli Kullanıcı,12.98,124.79,0.285,0.302,1.023
Dengeli Kullanıcı,17.35,93.63,0.242,0.254,1.031
Dengeli Kullanıcı,23.08,107.28,0.126,0.314,0.958
Dengeli Kullanıcı,19.93,124.28,0.156,0.190,0.943
Dengeli Kullanıcı,16.11,130.61,0.219,0.254,0.988
Dengeli Kullanıcı,14.62,114.69,0.216,0.334,0.964
Dengeli Kullanıcı,18.56,131.26,0.158,0.237,1.031
Dengeli Kullanıcı,14.83,112.60,0.186,0.246,1.050
Dengeli Kullanıcı,19.80,133.74,0.301,0.175,0.970
Dengeli Kullanıcı,15.26,123.64,0.256,0.180,0.996
Dengeli Kullanıcı,15.58,117.54,0.166,0.216,1.070
Dengeli Kullanıcı,14.20,124.32,0.273,0.202,1.015
Dengeli Kullanıcı,16.90,132.05,0.229,0.186,0.901
Dengeli Kullanıcı,26.02,108.48,0.130,0.273,1.038
Dengeli Kullanıcı,18.48,155.26,0.192,0.219,0.954
Dengeli Kullanıcı,15.24,108.34,0.180,0.313,1.013
Dengeli Kullanıcı,15.23,102.41,0.226,0.272,0.949
Dengeli Kullanıcı,7.43,119.39,0.273,0.234,1.029
Dengeli Kullanıcı,8.00,103.76,0.178,0.186,1.067
Dengeli Kullanıcı,16.91,119.47,0.250,0.218,1.007
Dengeli Kullanıcı,6.73,143.72,0.306,0.264,0.971
Dengeli Kullanıcı,19.32,110.83,0.174,0.183,0.986
Dengeli Kullanıcı,16.18,115.54,0.252,0.281,1.006
Dengeli Kullanıcı,15.67,108.66,0.198,0.173,0.961
Dengeli Kullanıcı,14.26,106.93,0.191,0.224,1.023
Dengeli Kullanıcı,10.99,115.39,0.251,0.140,1.021
Dengeli Kullanıcı,13.81,129.11,0.304,0.230,0.992
Dengeli Kullanıcı,16.68,144.18,0.092,0.348,1.040
Dengeli Kullanıcı,20.62,120.92,0.264,0.172,0.939
Dengeli Kullanıcı,7.26,104.37,0.309,0.192,1.000
Dengeli Kullanıcı,8.58,156.87,0.105,0.210,0.965
Dengeli Kullanıcı,9.45,149.64,0.269,0.206,0.950
Dengeli Kullanıcı,14.30,112.37,0.163,0.202,0.975
Dengeli Kullanıcı,15.74,130.78,0.117,0.252,0.947
Dengeli Kullanıcı,11.49,158.26,0.228,0.229,0.996
Dengeli Kullanıcı,9.24,125.95,0.203,0.211,0.934
Dengeli Kullanıcı,18.29,136.74,0.205,0.206,0.941
Dengeli Kullanıcı,15.26,94.32,0.253,0.279,0.926
Dengeli Kullanıcı,17.56,106.70,0.167,0.204,1.029
Dengeli Kullanıcı,28.87,97.93,0.222,0.205,1.007
Dengeli Kullanıcı,12.59,124.88,0.185,0.231,0.995
Dengeli Kullanıcı,11.89,127.83,0.302,0.149,1.042
Dengeli Kullanıcı,12.87,135.57,0.197,0.164,1.006
Dengeli Kullanıcı,15.22,108.85,0.242,0.218,0.990
Dengeli Kullanıcı,15.36,119.00,0.230,0.319,1.042
Dengeli Kullanıcı,18.18,135.66,0.267,0.175,1.052
Dengeli Kullanıcı,16.47,121.97,0.302,0.211,0.980
Dengeli Kullanıcı,14.74,134.44,0.216,0.303,1.013
Dengeli Kullanıcı,13.80,162.46,0.237,0.278,1.042
Dengeli Kullanıcı,14.46,86.36,0.284,0.187,0.930
Dengeli Kullanıcı,12.74,90.27,0.188,0.237,1.008
Dengeli Kullanıcı,17.94,100.79,0.200,0.167,1.005
Dengeli Kullanıcı,3.07,125.87,0.238,0.148,0.981
Dengeli Kullanıcı,14.88,136.41,0.229,0.200,0.991
Dengeli Kullanıcı,13.41,87.23,0.277,0.225,1.007
Dengeli Kullanıcı,8.78,119.58,0.269,0.139,0.963
Dengeli Kullanıcı,15.59,150.87,0.229,0.214,1.005
Dengeli Kullanıcı,16.83,118.44,0.230,0.260,0.985
Dengeli Kullanıcı,17.14,152.87,0.223,0.188,0.952
Dengeli Kullanıcı,14.17,151.26,0.227,0.235,1.033
Dengeli Kullanıcı,10.39,119.39,0.196,0.201,1.012
Dengeli Kullanıcı,11.53,114.22,0.322,0.257,0.929
Dengeli Kullanıcı,18.04,111.41,0.207,0.272,0.978
Dengeli Kullanıcı,18.31,119.04,0.162,0.192,0.981
Dengeli Kullanıcı,13.01,106.04,0.286,0.244,0.965
Dengeli Kullanıcı,10.14,136.40,0.147,0.194,1.077
Dengeli Kullanıcı,15.66,110.89,0.232,0.244,1.120
Dengeli Kullanıcı,23.85,170.91,0.238,0.217,1.024
Dengeli Kullanıcı,11.72,152.25,0.306,0.323,1.018
Dengeli Kullanıcı,20.71,101.28,0.197,0.239,1.004
Dengeli Kullanıcı,17.60,119.82,0.206,0.282,0.927
Dengeli Kullanıcı,14.07,135.99,0.228,0.247,1.067
Dengeli Kullanıcı,10.78,109.20,0.174,0.314,1.004
Dengeli Kullanıcı,16.16,106.83,0.167,0.242,1.044
Dengeli Kullanıcı,19.97,110.15,0.191,0.203,0.945
Dengeli Kullanıcı,13.54,147.44,0.213,0.201,1.045
Dengeli Kullanıcı,6.52,130.97,0.164,0.214,1.063
Dengeli Kullanıcı,13.48,80.17,0.177,0.158,1.040
Dengeli Kullanıcı,10.84,119.25,0.251,0.258,1.088
Dengeli Kullanıcı,18.59,100.89,0.284,0.226,1.008
Dengeli Kullanıcı,13.69,134.87,0.133,0.213,1.012
Dengeli Kullanıcı,16.71,89.14,0.218,0.249,1.002
Dengeli Kullanıcı,15.39,129.10,0.207,0.210,0.993
Dengeli Kullanıcı,16.39,118.44,0.223,0.212,0.942
Dengeli Kullanıcı,21.85,128.37,0.270,0.274,1.051
Dengeli Kullanıcı,22.28,142.11,0.143,0.233,1.066
Dengeli Kullanıcı,15.46,119.53,0.169,0.237,0.988
Dengeli Kullanıcı,20.48,114.01,0.251,0.176,0.925
Dengeli Kullanıcı,19.56,114.09,0.284,0.217,0.965
Dengeli Kullanıcı,12.10,124.76,0.120,0.277,1.019
Dengeli Kullanıcı,13.12,106.87,0.149,0.241,1.006
Dengeli Kullanıcı,24.43,102.25,0.259,0.129,0.986
Dengeli Kullanıcı,11.37,117.91,0.187,0.121,0.949
Dengeli Kullanıcı,17.73,120.76,0.130,0.226,0.977
Dengeli Kullanıcı,11.61,101.93,0.212,0.189,1.011
Dengeli Kullanıcı,16.78,87.76,0.253,0.255,1.011
Dengeli Kullanıcı,19.97,118.26,0.288,0.355,0.979
Dengeli Kullanıcı,13.35,125.29,0.179,0.238,1.089
Dengeli Kullanıcı,16.98,133.54,0.149,0.189,0.926
Dengeli Kullanıcı,12.29,122.22,0.161,0.284,1.119
Dengeli Kullanıcı,9.76,76.43,0.233,0.178,1.025
Dengeli Kullanıcı,17.80,135.72,0.159,0.274,1.098
Dengeli Kullanıcı,15.85,93.92,0.239,0.181,1.048
Dengeli Kullanıcı,23.62,87.59,0.252,0.237,0.966
Dengeli Kullanıcı,13.55,132.79,0.176,0.196,0.879
Dengeli Kullanıcı,17.09,96.38,0.155,0.208,0.989
Dengeli Kullanıcı,17.04,104.47,0.343,0.236,1.072
Dengeli Kullanıcı,13.31,90.27,0.215,0.156,0.997
Dengeli Kullanıcı,7.91,143.64,0.299,0.268,1.002
Dengeli Kullanıcı,16.66,129.10,0.218,0.322,1.007
Dengeli Kullanıcı,5.53,162.61,0.162,0.248,0.967
Dengeli Kullanıcı,12.69,158.43,0.249,0.207,1.010
Dengeli Kullanıcı,16.03,114.83,0.294,0.250,0.997
Dengeli Kullanıcı,13.36,117.67,0.202,0.057,1.024
Dengeli Kullanıcı,17.94,137.84,0.200,0.188,1.135
Dengeli Kullanıcı,17.89,112.65,0.243,0.213,0.958
Dengeli Kullanıcı,11.44,121.64,0.211,0.205,0.927
Dengeli Kullanıcı,17.42,89.32,0.220,0.272,1.013
